,original_title,release_year,budget,revenue,profit
1978,Gulliver's Travels,2010,112000000,237382724,125382724
1979,The Back-Up Plan,2010,35000000,77477008,42477008
1980,Charlie St. Cloud,2010,44000000,48190704,4190704
1981,The Switch,2010,19000000,49830607,30830607
1982,The Runaways,2010,10000000,2995811,-7004189
1983,Valentine's Day,2010,52000000,216485654,164485654
1984,Don't Be Afraid of the Dark,2010,25000000,36993168,11993168
1986,Saw 3D,2010,20000000,136150434,116150434
1987,The Karate Kid,2010,40000000,357852395,317852395
1988,Due Date,2010,65000000,211780824,146780824
1989,Wild Target,2010,8000000,3453043,-4546957
1990,From Paris with Love,2010,52000000,52615806,615806
1991,The Ghost Writer,2010,45000000,60222298,15222298
1992,It's Kind of a Funny Story,2010,8000000,6491240,-1508760
1993,The Next Three Days,2010,30000000,51148651,21148651
1994,A Nightmare on Elm Street,2010,35000000,115664037,80664037
1995,The Losers,2010,25000000,23580000,-1420000
1996,The Fighter,2010,25000000,9190869,-15809131
1997,Get Him to the Greek,2010,40000000,90029656,50029656
1999,Jonah Hex,2010,47000000,10539000,-36461000
2003,Vampires Suck,2010,20000000,80547866,60547866
2004,Inside Job,2010,2000000,7871522,5871522
2005,Killers,2010,75000000,98159963,23159963
2006,Legion,2010,26000000,67918658,41918658
2008,Sex and the City 2,2010,100000000,288347692,188347692
2009,You Again,2010,20000000,32005248,12005248
2010,Nanny McPhee and the Big Bang,2010,35000000,93246388,58246388
2011,Hot Tub Time Machine,2010,36000000,64572262,28572262
2013,Let Me In,2010,20000000,24145613,4145613
2014,Flipped,2010,14000000,1755212,-12244788
2015,Legend of the Guardians: The Owls of Ga'Hoole,2010,80000000,140073390,60073390
2016,Takers,2010,32000000,69055695,37055695
2017,Burlesque,2010,55000000,89519773,34519773
2018,The Company Men,2010,15000000,4882577,-10117423
2019,Going the Distance,2010,32000000,42045846,10045846
2020,Faster,2010,24000000,23081726,-918274
2022,Paranormal Activity 2,2010,3000000,177512032,174512032
2023,Never Let Me Go,2010,15000000,9455232,-5544768
2025,The American,2010,20000000,65464324,45464324
2027,Cop Out,2010,30000000,55583804,25583804
2029,Monsters,2010,500000,4242978,3742978
2031,Life as We Know It,2010,38000000,105610124,67610124
2032,Centurion,2010,12000000,6814789,-5185211
2033,Beginners,2010,3200000,5332926,2132926
2036,Shelter,2010,22000000,851517,-21148483
2037,Stone,2010,22000000,9479718,-12520282
2038,Diary of a Wimpy Kid,2010,15000000,75700498,60700498
2039,I Spit on Your Grave,2010,2000000,572809,-1427191
2040,Piranha 3D,2010,24000000,83188165,59188165
2041,Morning Glory,2010,40000000,58785180,18785180
2042,Conviction,2010,12500000,6732980,-5767020
2043,The Nutcracker: The Untold Story,2010,90000000,16178959,-73821041
2044,The Last Exorcism,2010,1800000,67738090,65938090
2045,Tooth Fairy,2010,48000000,112462508,64462508
2047,Fair Game,2010,22000000,24188922,2188922
2050,Buried,2010,1987650,19152480,17164830
2051,Dinner for Schmucks,2010,69000000,86387857,17387857
2055,The Kids Are All Right,2010,4000000,34705850,30705850
2057,Skyline,2010,10000000,66821036,56821036
2058,The Debt,2010,20000000,45636368,25636368
2062,Winter's Bone,2010,2000000,13831503,11831503
2065,Cats & Dogs 2 : The Revenge of Kitty Galore,2010,85000000,112483764,27483764
2067,MacGruber,2010,10000000,6110000,-3890000
2071,How Do You Know,2010,120000000,48668907,-71331093
2079,The Spy Next Door,2010,28000000,45236543,17236543
2080,She's Out of My League,2010,20000000,49779728,29779728
2085,London Boulevard,2010,25000000,4644108,-20355892
2086,Hereafter,2010,50000000,105197635,55197635
2088,My Soul to Take,2010,25000000,19829957,-5170043
2089,TEKKEN,2010,30000000,967000,-29033000
2091,The Conspirator,2010,25000000,15478800,-9521200
2093,Death at a Funeral,2010,21000000,49050886,28050886
2097,Animal Kingdom,2010,5000000,1000000,-4000000
2098,Marmaduke,2010,50000000,83761844,33761844
2103,Wall Street: Money Never Sleeps,2010,70000000,134748021,64748021
2107,Carlos,2010,18000000,871279,-17128721
2115,Another Year,2010,8000000,18124262,10124262
2117,Everything Must Go,2010,5000000,2614773,-2385227
2119,The Crazies,2010,20000000,54956140,34956140
2123,Rabbit Hole,2010,5000000,5129058,129058
2125,Alpha and Omega,2010,20000000,39300000,19300000
2134,Yogi Bear,2010,80000000,201584141,121584141
2137,StreetDance 3D,2010,5773100,18144030,12370930
2158,Country Strong,2010,15000000,20529194,5529194
2164,"Tomorrow, When the War Began",2010,27000000,16504936,-10495064
2171,Extraordinary Measures,2010,31000000,15134293,-15865707
2173,Devil,2010,10000000,33583175,23583175
2187,Our Family Wedding,2010,14000000,21409028,7409028
2193,Barney's Version,2010,30000000,8454301,-21545699
2196,Edge of Darkness,2010,80000000,74901339,-5098661
2201,4.3.2.1,2010,4600000,1163967,-3436033
2208,Furry Vengeance,2010,35000000,39340177,4340177
2209,Casino Jack,2010,12500000,1083683,-11416317
2220,Dylan Dog: Dead of Night,2010,20000000,4634062,-15365938
2230,The Perfect Game,2010,12500000,3878993,-8621007
2244,The Warrior's Way,2010,425000000,11087569,-413912431
2246,Burke & Hare,2010,10000000,4349187,-5650813
2255,Four Lions,2010,967686,4270000,3302314
2303,Balada triste de trompeta,2010,7000000,3218666,-3781334
2338,Why Did I Get Married Too?,2010,20000000,60072596,40072596
2343,Resident Evil: Afterlife,2010,60000000,296221663,236221663
2359,Vanishing on 7th Street,2010,10000000,1068682,-8931318
2378,Action Replayy,2010,10000000,5000000,-5000000
2387,Secretariat,2010,35000000,60251371,25251371
2409,Fight Club,1999,63000000,100853753,37853753
2410,The Matrix,1999,63000000,463517383,400517383
2411,American Beauty,1999,15000000,356296601,341296601
2412,Star Wars: Episode I - The Phantom Menace,1999,115000000,924317558,809317558
2413,The Mummy,1999,80000000,415885488,335885488
2414,The Green Mile,1999,60000000,284600000,224600000
2415,The Sixth Sense,1999,40000000,672806292,632806292
2416,The World Is Not Enough,1999,135000000,361832400,226832400
2417,Cruel Intentions,1999,10500000,75902208,65402208
2418,Sleepy Hollow,1999,100000000,206071502,106071502
2420,American Pie,1999,11000000,235483004,224483004
2421,Entrapment,1999,66000000,212404396,146404396
2422,Toy Story 2,1999,90000000,485015179,395015179
2423,10 Things I Hate About You,1999,16000000,53478166,37478166
2424,Notting Hill,1999,42000000,363889678,321889678
2425,Austin Powers: The Spy Who Shagged Me,1999,33000000,310940086,277940086
2426,Boys Don't Cry,1999,2000000,11540607,9540607
2427,The Insider,1999,90000000,60289912,-29710088
2428,Galaxy Quest,1999,45000000,90683916,45683916
2429,Eyes Wide Shut,1999,65000000,162091208,97091208
2430,Being John Malkovich,1999,13000000,22863596,9863596
2431,Analyze This,1999,80000000,176885658,96885658
2432,Stuart Little,1999,133000000,300135367,167135367
2433,The Bone Collector,1999,73000000,151493655,78493655
2434,Wild Wild West,1999,170000000,222104681,52104681
2435,The 13th Warrior,1999,160000000,61698899,-98301101
2436,End of Days,1999,100000000,211989043,111989043
2437,The Cider House Rules,1999,24000000,88545092,64545092
2438,The Iron Giant,1999,70000000,23159305,-46840695
2439,Deep Blue Sea,1999,60000000,73648228,13648228
2441,Payback,1999,90000000,161626121,71626121
2442,Runaway Bride,1999,70000000,309457509,239457509
2443,She's All That,1999,10000000,103166989,93166989
2444,Double Jeopardy,1999,70000000,177841558,107841558
2446,Office Space,1999,10000000,12827813,2827813
2447,The Virgin Suicides,1999,6000000,10409377,4409377
2448,Bicentennial Man,1999,100000000,93700000,-6300000
2450,The Ninth Gate,1999,38000000,58401898,20401898
2451,The Hurricane,1999,50000000,73956241,23956241
2452,The Thirteenth Floor,1999,16000000,18564088,2564088
2453,Big Daddy,1999,34200000,234801895,200601895
2455,8MM,1999,40000000,96618699,56618699
2456,Dogma,1999,10000000,30652890,20652890
2459,The Haunting,1999,80000000,91188905,11188905
2460,Forces of Nature,1999,75000000,93888180,18888180
2461,Blast from the Past,1999,35000000,40263020,5263020
2463,Message in a Bottle,1999,80000000,118880016,38880016
2464,The General's Daughter,1999,60000000,149705852,89705852
2465,Stigmata,1999,29000000,50041732,21041732
2466,Stir of Echoes,1999,12000000,21133087,9133087
2469,Magnolia,1999,37000000,48451803,11451803
2470,The Bachelor,1999,51000000,36911617,-14088383
2471,Virus,1999,75000000,14010690,-60989310
2472,The Talented Mr. Ripley,1999,40000000,128798265,88798265
2473,Lake Placid,1999,27000000,56870414,29870414
2474,Detroit Rock City,1999,34000000,4217115,-29782885
2475,Mystery Men,1999,68000000,29762011,-38237989
2477,Fantasia 2000,1999,80000000,90874570,10874570
2478,Go,1999,6500000,28451622,21951622
2479,Never Been Kissed,1999,25000000,84565230,59565230
2482,Three Kings,1999,75000000,108000000,33000000
2483,Man on the Moon,1999,82000000,47434430,-34565570
2484,Brokedown Palace,1999,25000000,13000000,-12000000
2486,House on Haunted Hill,1999,19000000,40846082,21846082
2490,The Thomas Crown Affair,1999,48000000,124305181,76305181
2491,Random Hearts,1999,64000000,74608570,10608570
2492,eXistenZ,1999,15000000,2856712,-12143288
2493,The End of the Affair,1999,23000000,10827816,-12172184
2494,Blue Streak,1999,65000000,117758500,52758500
2495,The Rage: Carrie 2,1999,21000000,17762705,-3237295
2497,Black and White,1999,10000000,5241315,-4758685
2500,The Corruptor,1999,25000000,15156200,-9843800
2504,Universal Soldier: The Return,1999,45000000,10667893,-34332107
2511,Chill Factor,1999,70000000,11263966,-58736034
2513,Life,1999,80000000,73345029,-6654971
2514,Anywhere But Here,1999,23000000,18653615,-4346385
2515,The Astronaut's Wife,1999,75000000,19598588,-55401412
2516,My Favorite Martian,1999,65000000,36850101,-28149899
2518,The Limey,1999,10000000,3193102,-6806898
2520,The Story of Us,1999,50000000,58900031,8900031
2521,Drive Me Crazy,1999,8000000,17843379,9843379
2524,Muppets from Space,1999,24000000,16290976,-7709024
2526,An Ideal Husband,1999,14000000,18535191,4535191
2529,Deuce Bigalow: Male Gigolo,1999,17000000,65535067,48535067
2531,Idle Hands,1999,25000000,4152230,-20847770
2532,Any Given Sunday,1999,55000000,100230832,45230832
2533,The Deep End of the Ocean,1999,38000000,28121100,-9878900
2535,Human Traffic,1999,600000,4000000,3400000
2536,In Too Deep,1999,7000000,14011454,7011454
2538,Teaching Mrs. Tingle,1999,13000000,8946237,-4053763
2550,Drop Dead Gorgeous,1999,10000000,10571408,571408
2553,The Best Man,1999,9000000,34573780,25573780
2554,Simply Irresistible,1999,6000000,4398989,-1601011
2555,Music of the Heart,1999,27000000,14859394,-12140606
2560,"Mystery, Alaska",1999,28000000,8888143,-19111857
2561,The Mod Squad,1999,50000000,13260050,-36739950
2563,The Wood,1999,6000000,25059640,19059640
2565,200 Cigarettes,1999,6000000,6852450,852450
2567,The Out-of-Towners,1999,75000000,29000000,-46000000
2571,Joan of Arc,1999,60000000,66976317,6976317
2576,Beowulf,1999,20000000,1531251,-18468749
2577,Play It to the Bone,1999,24000000,8434146,-15565854
2580,"Happy, Texas",1999,1700000,1943649,243649
2584,Ride with the Devil,1999,38000000,635096,-37364904
2586,Jawbreaker,1999,3000000,3076820,76820
2589,Dick,1999,13000000,27500000,14500000
2591,The King and I,1999,25000000,12000000,-13000000
2596,Outside Providence,1999,7000000,7292175,292175
2611,Baby Geniuses,1999,12000000,36450736,24450736
2617,East Is East,1999,3800000,28200000,24400000
2624,Tea with Mussolini,1999,12000000,21001563,9001563
2633,The Lord of the Rings: The Fellowship of the Ring,2001,93000000,871368364,778368364
2634,Harry Potter and the Philosopher's Stone,2001,125000000,976475550,851475550
2635,Mulholland Drive,2001,15000000,20117339,5117339
2636,Donnie Darko,2001,6000000,1270522,-4729478
2637,"Monsters, Inc.",2001,115000000,562816256,447816256
2638,A.I. Artificial Intelligence,2001,100000000,235926552,135926552
2639,Shrek,2001,60000000,484409218,424409218
2640,Bridget Jones's Diary,2001,25000000,281929795,256929795
2641,Ocean's Eleven,2001,85000000,450717150,365717150
2642,Pearl Harbor,2001,140000000,449220945,309220945
2643,The Mummy Returns,2001,98000000,433013274,335013274
2644,Atlantis: The Lost Empire,2001,120000000,186053725,66053725
2645,Lara Croft: Tomb Raider,2001,115000000,274703340,159703340
2646,A Beautiful Mind,2001,60000000,313542341,253542341
2647,American Pie 2,2001,30000000,287553595,257553595
2648,The Princess Diaries,2001,37000000,165335153,128335153
2649,Moulin Rouge!,2001,52500000,179213434,126713434
2650,Planet of the Apes,2001,100000000,362211740,262211740
2651,The Royal Tenenbaums,2001,21000000,71441250,50441250
2652,Blow,2001,53000000,83282296,30282296
2653,Enemy at the Gates,2001,70000000,96976270,26976270
2654,Black Hawk Down,2001,92000000,172989651,80989651
2655,Legally Blonde,2001,18000000,141774679,123774679
2656,A Knight's Tale,2001,65000000,117487473,52487473
2657,Zoolander,2001,28000000,60780981,32780981
2658,Not Another Teen Movie,2001,16000000,66468332,50468332
2659,Scary Movie 2,2001,45000000,141220678,96220678
2660,Rush Hour 2,2001,90000000,347325802,257325802
2661,Training Day,2001,45000000,104876233,59876233
2662,The Others,2001,17000000,209947037,192947037
2663,Jimmy Neutron: Boy Genius,2001,25000000,80936232,55936232
2664,Jay and Silent Bob Strike Back,2001,22000000,33788161,11788161
2665,Serendipity,2001,28000000,77516304,49516304
2666,Cats & Dogs,2001,60000000,93375151,33375151
2667,Vanilla Sky,2001,68000000,203388341,135388341
2669,Kiss of the Dragon,2001,25000000,64437847,39437847
2670,Spy Game,2001,92000000,143049560,51049560
2671,Swordfish,2001,102000000,147080413,45080413
2672,Shallow Hal,2001,40000000,141069860,101069860
2675,AntiTrust,2001,30000000,17833000,-12167000
2676,Final Fantasy: The Spirits Within,2001,137000000,85131830,-51868170
2678,Original Sin,2001,42000000,35402320,-6597680
2679,Dr. Dolittle 2,2001,70000000,176104344,106104344
2680,Behind Enemy Lines,2001,40000000,91753202,51753202
2681,Jeepers Creepers,2001,10000000,59217789,49217789
2684,From Hell,2001,35000000,74558115,39558115
2685,The Last Castle,2001,72000000,27642707,-44357293
2686,Along Came a Spider,2001,60000000,105178561,45178561
2687,Super Troopers,2001,3000000,18492362,15492362
2688,The Wedding Planner,2001,35000000,94728529,59728529
2689,Rat Race,2001,48000000,85498534,37498534
2690,Gosford Park,2001,19800000,87754044,67954044
2691,Jason X,2001,11000000,16000000,5000000
2692,The Mexican,2001,57000000,147845033,90845033
2693,Joy Ride,2001,23000000,36642838,13642838
2694,I Am Sam,2001,22000000,40270895,18270895
2699,Rock Star,2001,57000000,16991902,-40008098
2701,K-PAX,2001,48000000,50315140,2315140
2704,Don't Say a Word,2001,50000000,100020092,50020092
2706,Crocodile Dundee in Los Angeles,2001,21150000,39438674,18288674
2707,Frailty,2001,11000000,13110448,2110448
2709,Angel Eyes,2001,53000000,29700000,-23300000
2712,Hearts in Atlantis,2001,31000000,24185781,-6814219
2714,The Glass House,2001,30000000,23619609,-6380391
2715,15 Minutes,2001,60000000,56359980,-3640020
2717,Hardball,2001,32000000,40222729,8222729
2718,Evolution,2001,80000000,98376292,18376292
2721,Ali,2001,107000000,87713825,-19286175
2724,The Score,2001,68000000,71069884,3069884
2725,Monster's Ball,2001,4000000,44909486,40909486
2726,Joe Dirt,2001,17700000,30987695,13287695
2728,Exit Wounds,2001,50000000,79958599,29958599
2729,The Tailor of Panama,2001,21000000,28008462,7008462
2730,Sweet November,2001,40000000,65754228,25754228
2731,How High,2001,12000000,31155435,19155435
2733,Tomcats,2001,11000000,23430766,12430766
2735,The Majestic,2001,72000000,37317558,-34682442
2736,3000 Miles to Graceland,2001,62000000,18720175,-43279825
2741,Dil Chahta Hai,2001,2079000,4099000,2020000
2742,Ghosts of Mars,2001,28000000,14010832,-13989168
2743,Saving Silverman,2001,22000000,19351569,-2648431
2745,Riding in Cars with Boys,2001,48000000,35743308,-12256692
2747,Osmosis Jones,2001,75000000,13596911,-61403089
2751,Head Over Heels,2001,14000000,10424470,-3575530
2753,The Fast and the Furious,2001,38000000,207283925,169283925
2754,Human Nature,2001,6000000,705308,-5294692
2755,Save the Last Dance,2001,13000000,91038276,78038276
2760,Spy Kids,2001,35000000,147934180,112934180
2761,The Pledge,2001,35000000,29400000,-5600000
2764,Bandits,2001,75000000,67631903,-7368097
2765,The Animal,2001,22000000,84772742,62772742
2766,Knockaround Guys,2001,15000000,12000000,-3000000
2769,Crazy/Beautiful,2001,13000000,16929123,3929123
2772,Driven,2001,94000000,54744738,-39255262
2773,Out Cold,2001,24000000,14782676,-9217324
2777,American Outlaws,2001,35000000,13678913,-21321087
2778,Hannibal,2001,87000000,351692268,264692268
2779,Domestic Disturbance,2001,75000000,54249294,-20750706
2782,Recess: School's Out,2001,10000000,44460850,34460850
2793,Summer Catch,2001,34000000,19693891,-14306109
